pond,date,sampling_time,total_coliform,temp_celsius(air),ORP_mV,turbidity_FAU,e_coli_MPN_100_mL,enterococci,temp_celsius(water),conductivity_mu_S,pH
6,11/6/2013,10:15 AM,10500,28,58,30,26.9,365.4,23.8,281,7.07
6,11/13/2013,10:15 AM,12460,19.9,70,46,2,260.3,22.2,312,7.29
6,11/20/2013,10:30 AM,10190,24.9,73,34,4.1,172.3,23.1,312,6.7
6,11/27/2013,10:15 AM,9330,19,40,38,10.7,139.6,21.4,399,6.94
6,12/3/2013,10:30 AM,9850,23,74,37,2,107.1,19.8,326,6.66
6,12/11/2013,10:30 AM,20460,21.7,75,39,6.3,145.5,22.4,189,7.2
6,12/18/2013,10:30 AM,17850,14.9,85,36,2,344.8,18.2,137,8.68
6,12/23/2013,10:25 AM,30760,25,117,,3.1,365.4,23.3,188,7.13
6,12/30/2013,10:20 AM,167000,15.6,90,62,111.2,9330,20,176,5.37
6,1/7/2014,10:00 AM,22090,4.2,157,24,17.1,770.1,17.1,183,7.23
6,1/8/2014,10:10 AM,7760,9.9,134,20,5.1,181.9,14.5,171,7.3
6,1/15/2014,10:30 AM,24890,18.1,40,24,13.2,29.7,13.4,190,7.35
6,1/22/2014,10:30 AM,7490,8.6,144,37,14.6,1732.9,17.9,178,7.03
6,1/23/2014,11:10 AM,11520,10.3,149,44,5.2,410.6,16.1,173,6.61
6,1/24/2014,10:20 AM,12960,10.3,143,33,5.2,125.9,17.3,183,6.68
6,1/29/2014,10:00 AM,5200,12.2,139,32,3.1,1222.2,19.1,180,6.95
6,2/5/2014,10:50 AM,4020,25.3,185,19,7.5,38.6,23,174,7.03
6,2/12/2014,10:20 AM,6050,19.2,168,17,1,16,21.2,172,7.3
6,2/13/2014,10:50 AM,48840,15,107,43,141.4,2419.6,20.5,163,7.06
6,2/19/2014,10:15 AM,77.6,22.1,140,48,1,36.7,21.1,176,7.87
6,2/26/2014,10:25 AM,13960,19.1,169,6,1,9.6,23.7,177,8.74
6,3/5/2014,10:45 AM,9850,22.3,122,32,1,64.5,22.9,168,8.91
6,3/12/2014,9:55 AM,10810,20.8,95,12,1,31.8,21.8,171,9.03
6,3/18/2014,10:05 AM,1553100,17,153,55,550.4,104620,21.8,156,8.05
6*,3/19/2014,10:10 AM,201400,17.9,134,24,61.4,4480,21.9,153,7.33
6,3/26/2014,10:05 AM,241960,9,137,28,6.3,1986.3,20.8,168,7.87
6,4/2/2014,10:00 AM,98800,21.8,164,29,20.3,2419.6,22.3,148,8.02
6,4/9/2014,10:15 AM,95600,16.2,162,15,3.1,122.3,23.4,162,7.77
6,4/16/2014,10:10 AM,129970,13.9,193,32,3.1,120.1,23.1,168,8.07
6,4/23/2014,10:00 AM,7170,21.2,155,24,3.1,40.5,23.1,167,9.47
6,4/30/2014,11:05 AM,272300,28,135,30,26.9,549.3,28.3,165,9.5
6,5/7/2014,10:00 AM,866400,25.3,135,25,3.1,104.6,27.3,156,9.48
6*,5/14/2014,10:30 AM,14550,28.5,134,27,20.3,365.4,28.1,169,9.79
6*,5/15/2014,10:25 AM,13740,28.4,133,48,13.5,461.1,28.2,154,9.55
6,5/21/2014,10:00 AM,18420,25.2,167,30,46.7,344.8,26.4,176,8.24
6,5/28/2014,10:04 AM,8160,27.6,127,29,1,162.4,27.2,161,9.26
6,6/4/2014,10:15 AM,13340,28.5,173,22,5.2,920.8,27.5,173,8.14
6,6/11/2014,9:50 AM,7580,26.3,162,28,2,95.9,27.6,168,8.32
6,6/18/2014,10:15 AM,22820,28.5,189,27,77.1,145,29.6,116,7.76
6,6/25/2014,10:00 AM,12590,30.6,199,8,2,8.3,31,137,7.81
